日期,开盘,最高,最低,收盘,成交量,成交额
2020-01-02,7321.99464,7432.7333178,7244.10108,7334.9769,14809916,16696837095.0
2020-01-03,7250.59221,7250.59221,6990.297897,7001.0731728,13031878,14266380596.0
2020-01-06,6951.0914718,7094.155977,6927.983049,6997.3732287,6341478,6853917601.0
2020-01-07,6994.192575,7133.75187,6987.052332,7104.7365189,4785359,5220697068.0
2020-01-08,7043.2006065,7111.032915,7027.1675154,7063.2581982,2500825,2720371915.0
2020-01-09,7101.29622,7175.2301907,7075.3317,7157.769051,3740587,4110949814.0
2020-01-10,7198.66317,7244.0361687,7156.470825,7221.382125,3597587,3993457118.0
2020-01-13,7221.382125,7329.783996,7218.13656,7297.7827251,3851575,4325687959.0
2020-01-14,7297.328346,7301.8072257,7159.71639,7188.277362,3514465,3916300790.0
2020-01-15,7198.7280813,7280.451408,7172.69865,7218.9804069,2602911,2895603674.0
2020-01-16,7262.7306231,7262.7306231,7156.9901154,7185.68091,2319165,2571593141.0
2020-01-17,7205.1543,7223.1996414,7146.7990413,7188.926475,2347275,2599645144.0
2020-01-20,7217.2278018,7217.2278018,7023.40266,7081.82283,3539130,3858246844.0
2020-01-21,7016.91153,7055.85831,6960.438699,6979.912089,3287405,3542441308.0
2020-01-22,6945.5091,7036.38492,6850.6087794,6981.2752263,3620004,3875275065.0
2020-01-23,6984.45588,6984.45588,6731.30181,6833.861664,5346843,5638945742.0
2020-02-03,6393.76305,6560.4552684,6361.3074,6516.5752296,12344288,12314991759.0
2020-02-04,6588.49695,6861.12441,6562.5973413,6737.8578513,6262418,6490469043.0
2020-02-05,6815.6865,6841.65102,6705.5320239,6815.6215887,4741824,4956355235.0
2020-02-06,6876.8978559,6977.96475,6828.7985826,6952.00023,4717121,5011246407.0
2020-02-07,6945.5740113,6990.94701,6887.2187526,6984.45588,3127871,3348894576.0
2020-02-10,6893.58006,6975.368298,6862.422636,6922.7252337,3053342,3251908506.0
2020-02-11,6900.07119,7138.1658384,6898.772964,7127.26074,4791793,5222918915.0
2020-02-12,7068.84057,7132.3887327,7048.5882444,7122.5222151,2812543,3072293973.0
2020-02-13,7127.26074,7230.4047957,7062.4143513,7081.82283,3035736,3335277425.0
2020-02-14,7078.2527085,7098.1155663,7030.6078143,7062.34944,2328760,2534568401.0
2020-02-17,7026.648225,7115.5117947,7025.999112,7100.1278166,2702822,2946182657.0
2020-02-18,7075.3966113,7119.9906744,7029.89379,7036.38492,2666496,2897729692.0
2020-02-19,7042.87605,7149.979695,6997.43814,7117.524045,3705147,4052365602.0
2020-02-20,7118.822271,7296.03012,7110.4487133,7257.08334,4680262,5220660940.0
2020-02-21,7214.6313498,7293.0442002,7205.2192113,7223.8487544,2894008,3225337160.0
2020-02-24,7175.944215,7205.1543,7046.121615,7057.0267134,3865036,4221857466.0
2020-02-25,6997.43814,7023.9868617,6931.7479044,6976.7314353,3838562,4127432130.0
2020-02-26,6893.58006,7036.38492,6848.14215,6969.526281,4356097,4663278433.0
2020-02-27,6984.45588,7107.7224387,6984.45588,7058.3898507,3449829,3758783810.0
2020-02-28,6947.456439,7023.40266,6815.4917661,6861.12441,4994657,5307929213.0
2020-03-02,6816.4005243,7117.8486015,6815.7514113,7049.4320913,4766304,5154329159.0
2020-03-03,7127.26074,7262.7955344,7127.26074,7224.62769,5025015,5585227657.0
2020-03-04,7302.52125,7393.39707,7245.6589512,7327.9664796,5379299,6080149243.0
2020-03-05,7375.9359303,7627.0128387,7338.6119328,7601.11323,6242645,7210485104.0
2020-03-06,7549.18419,7633.56888,7477.6519374,7500.500715,3064100,3553622358.0
2020-03-09,7367.43255,7367.43255,7213.6576803,7231.1837313,4340409,4865288500.0
2020-03-10,7224.62769,7581.63984,7224.62769,7503.74628,5806293,6635936156.0
2020-03-11,7500.500715,7591.8958254,7406.37933,7520.1039276,3554757,4124607952.0
2020-03-12,7407.8073786,7484.27289,7303.170363,7390.151505,3663063,4172606105.0
2020-03-13,7075.3317,7328.3559474,7010.4204,7218.3312939,7588531,8348496480.0
2020-03-16,7166.0776974,7191.8474835,6893.58006,6926.03571,5123254,5548946745.0
2020-03-17,6848.14215,6997.43814,6563.3113656,6783.879963,7935912,8277472787.0
2020-03-18,6750.7752,6880.5978,6542.9941287,6542.9941287,7345988,7582762547.0
2020-03-19,6452.1183087,6588.49695,6232.133913,6465.16548,10226507,10075880470.0
2020-03-20,6562.53243,6770.24859,6562.53243,6720.1370664,6013919,6169094444.0
2020-03-23,6491.13,6720.1370664,6436.0852176,6614.46147,4847210,4918121944.0
2020-03-24,6770.24859,6873.3277344,6718.31955,6854.63328,4665096,4900364144.0
2020-03-25,7062.2196174,7084.1596368,6972.771846,7011.069513,3704866,4015061222.0
2020-03-26,6967.1245629,7083.121056,6893.58006,6912.5341596,3004856,3231754298.0
2020-03-27,7042.87605,7088.31396,6978.0296613,6981.210315,3626112,3931759353.0
2020-03-30,6882.2205825,6990.94701,6861.12441,6958.49136,3068741,3279823025.0
2020-03-31,7023.40266,7237.60995,7022.104434,7211.64543,4798437,5293170703.0
2020-04-01,7250.59221,7328.48577,7159.71639,7159.71639,3320535,3700184247.0
2020-04-02,7166.20752,7432.34385,7165.4285844,7432.34385,4520561,5095167594.0
2020-04-03,7393.5918039,7451.5575948,7347.8293374,7398.5250627,2761761,3148421866.0
2020-04-07,7542.3685035,7571.903145,7457.5943457,7529.3862435,4348800,5041525481.0
2020-04-08,7477.78176,7570.6698303,7477.78176,7528.1529288,2422442,2809422100.0
2020-04-09,7568.65758,7588.13097,7451.5575948,7519.974105,2281697,2640230492.0
2020-04-10,7515.9496044,7669.270095,7487.518455,7562.16645,2780434,3252600672.0
2020-04-13,7562.16645,7594.4922774,7455.062805,7544.640399,1598147,1854563731.0
2020-04-14,7633.56888,7734.5059515,7568.65758,7692.638163,3679955,4340858665.0
2020-04-15,7737.42696,7815.2556087,7705.620423,7721.848248,2933229,3501318260.0
2020-04-16,7743.7233561,7770.531723,7686.147033,7770.531723,2172774,2588431844.0
2020-04-17,7854.2673,8013.6894528,7821.8765613,7958.12538,3824569,4676618151.0
2020-04-20,7925.66973,7993.826595,7898.406984,7966.563849,2423864,2963483323.0
2020-04-21,7925.7995526,7945.0782087,7743.91809,7789.356,2922422,3517018487.0
2020-04-22,7828.30278,8110.666935,7803.7663086,8078.211285,4403473,5430377598.0
2020-04-23,8113.9125,8215.6934184,8099.4372801,8128.5824538,2689851,3377042463.0
2020-04-24,8100.93024,8178.1097757,8017.7139534,8117.5475328,1912240,2390444036.0
2020-04-27,8159.35041,8296.7676321,8120.1439848,8282.68188,2590391,3284513346.0
2020-04-28,8343.1143003,8438.0795322,8255.9384244,8302.9991169,3466190,4458549425.0
2020-04-29,8294.365914,8361.224553,8165.84154,8275.541637,2344406,2976724957.0
2020-04-30,8250.22623,8341.1669613,8171.5537344,8215.823241,2466087,3134408881.0
2020-05-06,8120.40363,8438.469,8113.9125,8438.469,3583481,4598589768.0
2020-05-07,8434.574322,8535.7710387,8393.03109,8516.36256,2793474,3647628296.0
2020-05-08,8548.81821,8685.13194,8493.7085163,8533.3044093,2907868,3839218026.0
2020-05-11,8568.2916,8665.65855,8527.2027471,8587.8299013,2367119,3135990964.0
2020-05-12,8555.30934,8665.5936387,8542.32708,8652.67629,1972181,2621824685.0
2020-05-13,8652.67629,8685.0670287,8586.9860544,8671.8251235,2201431,2931464950.0
2020-05-14,8633.2029,8664.8796144,8601.4612743,8611.0681467,1857492,2467976357.0
2020-05-15,8626.71177,8655.921855,8450.6723244,8522.85369,2639808,3469736812.0
2020-05-18,8477.41578,8772.762195,8471.7684969,8738.4241173,3436211,4587989708.0
2020-05-19,8853.90132,8853.90132,8685.13194,8737.7750043,2478746,3342210487.0
2020-05-20,8737.7750043,8822.6140734,8677.4074953,8769.51663,2118340,2859455106.0
2020-05-21,8795.48115,8905.5707148,8781.5901318,8867.532693,2305158,3147105462.0
2020-05-22,8866.88358,8867.532693,8586.9860544,8621.518866,3442746,4608696074.0
2020-05-25,8633.2029,8870.6484354,8574.78273,8846.761077,3156100,4260387678.0
2020-05-26,8892.0691644,8892.5235435,8795.48115,8814.95454,2247019,3056188321.0
2020-05-27,8821.44567,8827.9368,8652.67629,8685.13194,2677741,3596654307.0
2020-05-28,8684.9372061,8743.1626422,8575.6265769,8724.07872,2648591,3536546893.0
2020-05-29,8646.834273,8892.7182774,8646.834273,8870.778258,3044435,4144247222.0
2020-06-01,8964.25053,9218.053713,8964.25053,9214.159035,3547976,4986178912.0
2020-06-02,9191.5049913,9268.684527,9130.8129258,9157.1020023,2596010,3679210598.0
2020-06-03,9184.94895,9201.176775,9060.1245201,9083.038209,2355736,3308382799.0
2020-06-04,9061.61748,9158.98443,9061.61748,9139.4461287,1803741,2534459742.0
2020-06-05,9121.6604325,9275.0458344,9094.5924204,9249.86025,1834706,2597524609.0
2020-06-08,9249.86025,9314.77155,9100.6291713,9127.177893,2930045,4145298455.0
2020-06-09,9139.51104,9249.86025,9091.9959684,9195.0102015,2261191,3199849660.0
2020-06-10,9249.86025,9303.9313629,9197.93121,9241.1621358,2270074,3234843851.0
2020-06-11,9159.0493413,9204.3574287,9068.0436987,9090.5679198,3071171,4314846228.0
2020-06-12,9004.3008021,9193.8417981,8979.2450403,9193.8417981,2842742,3992323389.0
2020-06-15,9100.56426,9162.879108,8964.25053,8977.23279,3461541,4819512189.0
2020-06-16,9077.845305,9178.45782,9042.9879369,9112.7675844,2920664,4099718932.0
2020-06-17,9164.5668018,9164.826447,9055.2561726,9120.03765,1945307,2730097120.0
2020-06-18,9119.388537,9173.264916,9088.231113,9171.96669,2101041,2956800081.0
2020-06-19,9217.4046,9380.981076,9185.598063,9346.1886192,3895833,5603232657.0
2020-06-22,9315.420663,9372.4776957,9303.087516,9340.73607,2324700,3343536637.0
2020-06-23,9314.77155,9619.85466,9305.1646776,9571.171185,3393426,4963194685.0
2020-06-24,9611.3602116,9625.21643601,9489.215295,9587.78492931,2513899,3663537115.0
2020-06-29,9508.916088,9627.120846,9436.74551631,9608.53643127,2808061,4064048236.0
2020-06-30,9608.20808472,9646.69030038,9555.67263672,9606.63202128,2244614,3281641199.0
2020-07-01,9640.254708,9890.4547791,9614.11832262,9812.76798537,3868249,5759640251.0
2020-07-02,9843.829569,10184.6532879,9817.561845,10139.341464,4588372,7014289615.0
2020-07-03,10178.74305,10195.1603775,9961.24629528,10124.82854649,3512581,5395637032.0
2020-07-06,10099.939878,10612.160496,10059.29057511,10507.0896,5182196,8228068998.0
2020-07-07,10527.38141679,11458.11254742,10513.656531,11084.979528,6666393,11219852098.0
2020-07-08,11032.44408,11288.554389,10901.10546,11041.24376754,5316998,8963189092.0
2020-07-09,11104.680321,11242.585872,11045.577942,11203.184286,3503324,5951732803.0
2020-07-10,11091.546459,11404.1323746,11091.15244314,11254.73469435,3710044,6352507468.0
2020-07-13,11260.18524708,11735.105697,11260.18524708,11702.20537269,6072716,10679460274.0
2020-07-14,11702.20537269,11702.46804993,11481.6221604,11570.932422,4609351,8135834910.0
2020-07-15,11458.50656328,11706.2112006,11457.39018501,11508.74358543,4071294,7176560649.0
2020-07-16,11360.19960621,11360.19960621,10507.0896,10599.026634,10224219,16901373196.0
2020-07-17,10638.42822,10983.78312129,10638.42822,10822.63063455,6590206,10863420089.0
2020-07-20,10851.8534775,10927.30751469,10434.06532728,10749.80336976,4528033,7363822989.0
2020-07-21,10813.37126184,11182.1701068,10710.59879169,10953.640908,4196950,7026353150.98
2020-07-22,10887.971598,11229.45201,10887.971598,11019.83557248,3920121,6637265371.71
2020-07-23,10979.908632,11104.680321,10835.43615,11006.176356,3432052,5739050333.42
2020-07-24,10867.28576535,10940.507046,10408.585635,10476.2250243,7875201,12705941887.22
2020-07-27,10612.22616531,10702.7841438,10507.0896,10655.17389405,3878817,6279664443.71
2020-07-28,10704.09753,11032.44408,10704.09753,10966.77477,5491152,9133721867.31
2020-07-29,11098.11339,11098.11339,10723.798323,10979.908632,5074843,8411789966.5
2020-07-30,10974.6550872,11167.65718929,10970.0582355,11032.44408,3837304,6486855474.99
2020-07-31,11065.278735,11196.617355,10809.168426,11020.49226558,4068474,6846747330.22
2020-08-03,11077.62456528,11141.32379598,10901.10546,10953.640908,3466114,5790041421.93
2020-08-04,10999.609425,11052.07920369,10901.10546,10966.70910069,3194051,5337185768.01
2020-08-05,10914.83034579,10987.06658679,10791.50338161,10953.640908,2552169,4236612469.34
2020-08-06,10966.77477,10993.23950193,10704.09753,10756.37030076,3264878,5372942644.96
2020-08-07,10801.09110087,10833.26906277,10497.2392035,10710.664461,3424205,5560065753.27
2020-08-10,10690.76666007,10802.33881776,10560.34741041,10730.29958469,2362354,3857721122.38
2020-08-11,10769.76684,10943.33082633,10769.76684,10786.24983681,3581818,5936904875.64
2020-08-12,10723.798323,10776.333771,10541.56598775,10684.06839045,2793392,4529267492.98
2020-08-13,10704.09753,10762.41187728,10566.191979,10736.932185,2054134,3341652185.89
2020-08-14,10769.1101469,10938.5369667,10710.664461,10907.672391,3765318,6230475427.24
2020-08-17,10993.042494,11192.34884985,10966.77477,11098.11339,4357201,7363610867.33
2020-08-18,11146.57734078,11295.12132,11104.680321,11196.617355,3042281,5192751797.11
2020-08-19,11163.7827,11275.420527,11052.07920369,11078.412597,2691498,4578143762.2
2020-08-20,10993.042494,11025.877149,10874.837736,10927.373184,2238233,3727183935.45
2020-08-21,10986.475563,11150.648838,10973.341701,11006.176356,2508241,4217048420.24
2020-08-24,11163.7827,11216.318148,11104.74599031,11139.81340185,3093344,5260286523.46
2020-08-25,11195.3039688,11470.98373218,11154.78600453,11341.089837,4187249,7227309774.14
2020-08-26,11387.058354,11459.294595,11262.41800362,11341.089837,2621573,4530374186.47
2020-08-27,11373.85882269,11386.92701538,11196.617355,11367.357561,2263553,3896759446.17
2020-08-28,11367.357561,11584.066284,11304.9717165,11538.097767,4229962,7389242302.49
2020-08-31,11627.27668998,11925.546696,11627.27668998,11731.8222315,4781036,8608932570.41
2020-09-01,11767.940352,11833.609662,11656.36819431,11833.47832338,3163992,5661594315.16
2020-09-02,11984.649075,12004.349868,11623.46787,11787.641145,3200929,5746351923.01
2020-09-03,11787.641145,11899.278972,11687.1671007,11774.507283,3043735,5471333880.1
2020-09-04,11597.200146,11669.37071769,11465.861526,11623.46787,3085796,5433479408.0
2020-09-07,11557.79856,11675.93764869,11189.85341607,11318.1055785,3111202,5446354619.03
2020-09-08,11373.924492,11412.0126918,11013.20297217,11238.6457134,3447238,5865962723.75
2020-09-09,11161.61561277,11236.018941,11032.70675724,11084.979528,2596355,4401806095.14
2020-09-10,11188.34302194,11295.12132,11163.7827,11201.8708998,2477833,4236694401.52
2020-09-11,11084.979528,11400.192216,11084.979528,11380.491423,3108800,5339883407.76
2020-09-14,11459.294595,11616.900939,11364.59944998,11597.200146,3105601,5448188995.38
2020-09-15,11623.40220069,11623.40220069,11477.35365525,11557.79856,2082087,3654872008.51
2020-09-16,11557.79856,11589.38549811,11288.554389,11328.6126681,2251598,3916457761.65
2020-09-17,11163.7827,11163.7827,10887.971598,10970.18957412,6367985,10683350186.5
2020-09-18,10933.940115,11130.948045,10736.99785431,11130.948045,4720140,7853673240.87
2020-09-21,11116.23811956,11116.23811956,10944.84122046,10945.7605908,2244407,3756765108.07
2020-09-22,10835.43615,11078.28125838,10835.43615,10938.47129739,2326547,3890070212.39
2020-09-23,10736.932185,10940.57271531,10645.12648962,10835.30481138,3572552,5878691068.93
2020-09-24,10743.30210807,10893.75049728,10683.0833508,10699.63201692,3005078,4915392273.49
2020-09-25,10704.09753,10835.43615,10671.262875,10737.65454741,2258296,3700843486.0
2020-09-28,10738.17990189,10956.9243735,10738.17990189,10907.672391,2423222,4019640150.42
2020-09-29,10962.37492623,10962.8346114,10850.5400913,10850.5400913,1743078,2895081365.61
2020-09-30,10901.10546,11110.5905589,10901.10546,10956.9243735,2708781,4536012539.91
2020-10-09,11111.247252,11205.94239702,11084.979528,11137.514976,3423988,5817280604.62
2020-10-12,11163.7827,11496.13507791,11163.7827,11496.13507791,4372904,7597987786.33
2020-10-13,11496.20074722,11496.20074722,11393.625285,11419.893009,2294389,3995560518.33
2020-10-14,11426.45994,11472.29711838,11334.522906,11354.223699,2048139,3554316588.74
2020-10-15,11302.54195203,11393.625285,11301.688251,11327.955975,1620436,2801250556.48
2020-10-16,11327.955975,11390.86717398,11183.483493,11242.585872,1737738,2991246892.13
2020-10-19,11327.955975,11386.92701538,11110.5905589,11157.215769,1922632,3284383414.71
2020-10-20,11163.71703069,11393.42827707,11130.948045,11387.058354,2773493,4787807535.82
2020-10-21,11387.7150471,11440.57884165,11314.822113,11382.65851023,1890137,3275357440.3
2020-10-22,11360.79063,11459.294595,11265.63579981,11442.8772675,2248087,3897729793.1
2020-10-23,11431.58214618,11476.30294629,11255.719734,11264.45375223,1929169,3339987454.08
2020-10-26,10631.861289,10920.28089852,10507.0896,10789.467633,6601529,10821908227.12
