日期,开盘,最高,最低,收盘,成交量,成交额
2020-01-02,7.26601264,7.4869387,7.25373897,7.41329668,202281900,1219376050.0
2020-01-03,7.43784402,7.53603338,7.38874934,7.41329668,110901438,672556201.0
2020-01-06,7.33965466,7.46239136,7.30283365,7.38874934,129117991,777159850.0
2020-01-07,7.40102301,7.41329668,7.33965466,7.38874934,89912307,540169555.0
2020-01-08,7.33965466,7.33965466,7.2414653,7.26601264,137584735,816994009.0
2020-01-09,7.31510732,7.364202,7.27828631,7.30283365,100308163,597794589.0
2020-01-10,7.30283365,7.35192833,7.2414653,7.25373897,119272171,708979905.0
2020-01-13,7.22919163,7.26601264,7.13100227,7.25373897,118266405,693896963.0
2020-01-14,7.26601264,7.65877008,7.26601264,7.58512806,443966016,2730734269.0
2020-01-15,7.57285439,7.63422274,7.4869387,7.51148604,182817472,1123324579.0
2020-01-16,7.54830705,7.57285439,7.364202,7.38874934,164493023,996695114.0
2020-01-17,7.364202,7.41329668,7.31510732,7.32738099,96215354,576172806.0
2020-01-20,7.33965466,7.43784402,7.29055998,7.43784402,128883052,774231132.0
2020-01-21,7.364202,7.364202,7.2414653,7.26601264,132376371,785466438.0
2020-01-22,7.2414653,7.25373897,7.09418126,7.21691796,121388423,708153687.0
2020-01-23,7.1187286,7.16782328,6.84870786,6.93462355,200335479,1141228135.0
2020-02-03,6.24729803,6.39458207,6.24729803,6.24729803,251211510,1280788806.0
2020-02-04,6.136835,6.35776106,6.136835,6.35776106,212680246,1092533327.0
2020-02-05,6.35776106,6.52959244,6.30866638,6.39458207,186797062,978844079.0
2020-02-06,6.44367675,6.61550813,6.3823084,6.60323446,185010279,985272975.0
2020-02-07,6.56641345,6.59096079,6.48049776,6.56641345,126911598,675540206.0
2020-02-10,6.52959244,6.68915015,6.49277143,6.6277818,150606729,808797219.0
2020-02-11,6.68915015,6.71369749,6.56641345,6.60323446,126512637,683041636.0
2020-02-12,6.57868712,6.64005547,6.55413978,6.64005547,114583596,616647075.0
2020-02-13,6.61550813,6.64005547,6.52959244,6.57868712,126510124,677960653.0
2020-02-14,6.54186611,6.61550813,6.54186611,6.57868712,91362889,489651051.0
2020-02-17,6.59096079,6.81188685,6.57868712,6.79961318,198900780,1089742919.0
2020-02-18,6.76279217,6.86098153,6.72597116,6.78733951,138265208,764440553.0
2020-02-19,6.78733951,6.82416052,6.72597116,6.73824483,133709220,738552264.0
2020-02-20,6.7505185,6.8732552,6.67687648,6.84870786,184727335,1020268007.0
2020-02-21,6.84870786,6.98371823,6.83643419,6.91007621,181120153,1021090650.0
2020-02-24,6.93462355,7.30283365,6.93462355,7.2414653,327431744,1915853102.0
2020-02-25,7.09418126,7.21691796,6.8732552,7.1187286,289971792,1671514407.0
2020-02-26,6.98371823,7.56058072,6.95917089,7.22919163,455888096,2706300907.0
2020-02-27,7.27828631,7.31510732,7.03281291,7.05736025,268658736,1557339567.0
2020-02-28,6.84870786,6.92234988,6.68915015,6.72597116,265842210,1470733515.0
2020-03-02,6.78733951,7.05736025,6.7505185,6.9959919,221251589,1250511562.0
2020-03-03,7.1187286,7.18009695,6.94689722,7.00826557,248205154,1429535243.0
2020-03-04,6.94689722,7.00826557,6.86098153,6.97144456,131461648,742322638.0
2020-03-05,7.13100227,7.29055998,7.08190759,7.15554961,313386496,1832545068.0
2020-03-06,7.05736025,7.10645493,6.9959919,7.02053924,173944425,996607976.0
2020-03-09,6.92234988,7.14327594,6.88552887,6.92234988,225411130,1283193141.0
2020-03-10,6.84870786,7.09418126,6.76279217,7.08190759,243271240,1379008394.0
2020-03-11,7.05736025,7.18009695,6.94689722,6.95917089,205452440,1181760443.0
2020-03-12,6.86098153,6.92234988,6.77506584,6.83643419,168039489,934871292.0
2020-03-13,6.54186611,6.83643419,6.5050451,6.72597116,178845270,968266936.0
2020-03-16,6.76279217,6.77506584,6.48049776,6.51731877,147534700,796081642.0
2020-03-17,6.54186611,6.66460281,6.34548739,6.54186611,139711738,739586234.0
2020-03-18,6.55413978,6.61550813,6.35776106,6.3823084,120916151,640327656.0
2020-03-19,6.33321372,6.43140308,6.19820335,6.37003473,151014781,777705623.0
2020-03-20,6.44367675,6.54186611,6.33321372,6.49277143,168867593,885702299.0
2020-03-23,6.33321372,6.48049776,6.30866638,6.32094005,105780814,548160130.0
2020-03-24,6.43140308,6.64005547,6.39458207,6.51731877,170310866,903634477.0
2020-03-25,6.61550813,6.70142382,6.54186611,6.57868712,139703456,751311734.0
2020-03-26,6.51731877,6.54186611,6.46822409,6.48049776,72339856,383295149.0
2020-03-27,6.55413978,6.57868712,6.45595042,6.45595042,77293297,409883620.0
2020-03-30,6.3823084,6.46822409,6.32094005,6.46822409,91415596,475204800.0
2020-03-31,6.5050451,6.52959244,6.39458207,6.40685574,59861436,314253435.0
2020-04-01,6.3823084,6.45595042,6.33321372,6.3823084,69304395,361099989.0
2020-04-02,6.34548739,6.45595042,6.33321372,6.44367675,74884234,390459243.0
2020-04-03,6.43140308,6.51731877,6.39458207,6.45595042,83339952,437966446.0
2020-04-07,6.56641345,6.64005547,6.5050451,6.6277818,190011280,1018735029.0
