日期,开盘,最高,最低,收盘,成交量,成交额
2020-01-02,5306.667,5374.908,5288.167,5366.137,14589440512,136813752320.0
2020-01-03,5376.032,5395.258,5351.804,5380.637,12845202176,122199724032.0
2020-01-06,5365.217,5481.55,5355.023,5434.85,15958741504,158190936064.0
2020-01-07,5441.903,5499.839,5440.691,5499.839,14414272256,142194163712.0
2020-01-08,5481.984,5500.16,5409.569,5423.796,15540684800,149838069760.0
2020-01-09,5465.857,5497.542,5457.349,5497.542,13243166720,135961014272.0
2020-01-10,5511.673,5516.094,5455.251,5480.227,11381982208,118196969472.0
2020-01-13,5478.315,5559.627,5447.731,5559.627,11807618048,128651948032.0
2020-01-14,5576.629,5583.72,5539.899,5542.331,12981138432,134845329408.0
2020-01-15,5532.961,5545.101,5492.65,5530.026,11242501888,118142836736.0
2020-01-16,5539.421,5559.017,5514.691,5527.667,11189727488,122337955840.0
2020-01-17,5539.723,5555.411,5499.467,5510.045,10494932992,110491856896.0
2020-01-20,5523.009,5587.535,5500.593,5587.535,11540300032,128212119552.0
2020-01-21,5581.01,5581.98,5515.192,5523.941,12460480768,135220985856.0
2020-01-22,5502.587,5597.993,5440.199,5575.512,12347476992,138250256384.0
2020-01-23,5521.792,5558.425,5326.931,5377.741,14577307136,161861918720.0
2020-02-03,4896.894,4960.745,4896.894,4910.901,8177708288,89455038464.0
2020-02-04,4736.122,5013.769,4736.122,4996.474,18967227904,175374995456.0
2020-02-05,5035.408,5178.437,5026.408,5123.961,17109533952,177352351744.0
2020-02-06,5128.186,5299.178,5100.481,5282.892,18595745536,197274054656.0
2020-02-07,5287.269,5329.355,5226.699,5327.036,19114764288,203495542784.0
2020-02-10,5322.008,5389.038,5301.412,5388.434,17670328320,186767921152.0
2020-02-11,5390.525,5396.955,5323.76,5361.276,15250817792,157302894592.0
2020-02-12,5345.522,5461.673,5340.487,5459.946,15104147200,164552224768.0
2020-02-13,5456.659,5482.795,5397.232,5412.841,15820264192,175679827968.0
2020-02-14,5407.473,5474.468,5375.925,5420.802,14534649600,162742005760.0
2020-02-17,5454.462,5594.436,5454.462,5594.436,17463665664,183878721536.0
2020-02-18,5607.84,5660.814,5577.898,5660.814,18509870080,206428524544.0
2020-02-19,5654.177,5678.819,5601.391,5603.262,18564208384,210591420416.0
2020-02-20,5619.52,5712.182,5580.067,5706.712,19207602688,205564977152.0
2020-02-21,5704.836,5822.397,5700.951,5784.032,20723623936,230175047680.0
2020-02-24,5784.575,5884.139,5754.679,5865.466,21809896192,250154434560.0
2020-02-25,5745.617,5912.274,5643.884,5897.721,26736667904,301960916992.0
2020-02-26,5824.048,5885.27,5724.499,5743.392,26637508096,281045745664.0
2020-02-27,5770.218,5829.037,5689.539,5753.727,20469487616,221902086144.0
2020-02-28,5558.415,5641.772,5438.852,5451.289,22430670848,232879771648.0
2020-03-02,5516.438,5683.242,5505.268,5656.419,19951161088,213505003520.0
2020-03-03,5756.791,5832.353,5658.12,5710.023,22632549376,244204351488.0
2020-03-04,5670.499,5719.178,5603.928,5716.511,18513309696,194980151296.0
2020-03-05,5795.25,5811.207,5732.168,5801.119,21723222016,217238388736.0
2020-03-06,5737.095,5802.629,5723.732,5763.86,18529714688,177496498176.0
2020-03-09,5668.6366,5699.9198,5525.8167,5525.8167,21853808900,212042107536.0
2020-03-10,5459.1732,5675.8756,5423.4289,5675.1113,20840287700,210472315060.8
2020-03-11,5692.7173,5708.9152,5589.5311,5589.5311,18775091200,190010266287.6
2020-03-12,5507.3213,5549.3501,5446.7941,5493.8838,15875315700,154102925606.4
2020-03-13,5225.5063,5507.3899,5224.7267,5457.2006,19526665900,188405108227.1
2020-03-16,5496.889,5496.889,5183.3436,5200.1142,18684995200,184923547742.5
2020-03-17,5245.5231,5300.5591,5052.6546,5212.0619,15913787800,152551271989.0
2020-03-18,5257.9438,5333.1204,5119.4716,5119.4716,16428660400,160536059992.1
2020-03-19,5119.9437,5185.0889,5020.4387,5157.8235,15459370200,148680627064.8
2020-03-20,5217.488,5225.0268,5129.0733,5219.2809,12751328900,131519032482.5
2020-03-23,5079.3549,5129.1405,4981.6682,4998.9095,13868474500,133727699571.8
2020-03-24,5089.1516,5118.0355,4963.2918,5096.0408,14078770500,137371423374.7
2020-03-25,5200.7752,5229.2205,5160.3887,5217.4237,14688107000,142310080633.2
2020-03-26,5180.4657,5227.4679,5157.1478,5166.1091,12565245000,126982007995.4
2020-03-27,5222.8511,5227.7921,5134.4903,5137.3371,11704507300,118480791099.6
2020-03-30,5073.7047,5074.6251,4974.3165,5027.4856,12398131600,124559163372.3
2020-03-31,5073.5232,5090.5675,5030.573,5041.4534,11160561200,106538446158.7
2020-04-01,5029.5837,5108.175,5007.7115,5019.2187,11215411100,110651112519.1
2020-04-02,4998.6259,5147.2019,4998.1063,5147.2019,11335107800,117822171439.6
2020-04-03,5143.5185,5161.5728,5085.0948,5107.0393,10947897800,112751173060.0
2020-04-07,5202.5465,5273.0857,5197.5826,5267.073,14510945200,146826555108.9
2020-04-08,5243.1623,5291.4149,5232.6161,5271.7961,13778625400,136499534391.4
2020-04-09,5301.2663,5336.1174,5289.3845,5322.4614,12509846200,128352885531.3
2020-04-10,5321.7865,5321.7865,5197.9841,5208.5102,12381638800,126468212009.4
2020-04-13,5176.4431,5198.3708,5140.8505,5169.1757,9818099300,101355716432.4
2020-04-14,5197.1716,5288.593,5189.8242,5288.593,11018824400,118917318030.8
2020-04-15,5291.9664,5320.5792,5264.0114,5268.7497,12247740000,128025726348.5
2020-04-16,5245.9247,5328.1204,5238.4335,5316.9707,12074219300,122069165005.5
2020-04-17,5354.9828,5377.147,5309.5809,5318.4547,13696983300,156745771336.3
2020-04-20,5329.8688,5381.7857,5311.1974,5381.7857,12064218200,130825823688.0
2020-04-21,5358.6005,5358.6005,5287.6633,5343.8806,13074442600,139768427426.9
2020-04-22,5304.731,5388.2073,5296.2644,5387.6233,12359700600,127945771531.0
2020-04-23,5402.6478,5407.49,5354.9401,5357.7904,14461830200,145324602210.3
2020-04-24,5350.5426,5354.7629,5258.5692,5273.5474,13138336700,127211203386.7
2020-04-27,5278.9787,5314.4114,5249.3133,5265.7248,11713242700,110738403020.7
2020-04-28,5268.1255,5273.2565,5102.0608,5227.846,14082491000,133971236966.9
2020-04-29,5203.7103,5269.735,5201.4734,5226.8116,10592684900,103339319168.3
2020-04-30,5261.0467,5368.8943,5261.0467,5353.8595,13303668600,142523793301.1
2020-05-06,5320.94,5451.456,5318.443,5451.3159,14167905000,159945700644.7
2020-05-07,5454.2515,5473.7738,5425.7964,5445.7519,14014635400,147975355319.2
2020-05-08,5474.8739,5527.0903,5467.646,5507.6965,13631862200,146384767223.1
2020-05-11,5529.1056,5547.9416,5466.6158,5496.192,12985198500,142054909597.6
2020-05-12,5494.0693,5519.2868,5441.7013,5512.464,11594367700,127585356336.7
2020-05-13,5495.8969,5546.5535,5483.9868,5536.2802,10789582200,120477112076.0
2020-05-14,5513.0817,5528.0915,5485.0152,5487.107,11919770100,129595787537.9
2020-05-15,5510.1454,5543.9334,5486.2557,5507.9336,11265151100,132317035662.0
2020-05-18,5522.7233,5528.7754,5454.9615,5478.8218,13365466400,158389049357.7
2020-05-19,5515.0289,5548.2181,5504.2327,5547.8759,11200886000,133182704772.6
2020-05-20,5545.0441,5547.1691,5473.7896,5489.7024,12349126400,141354557271.3
2020-05-21,5508.2041,5511.2324,5415.5986,5426.1745,11455910800,128883851422.2
2020-05-22,5421.7282,5421.887,5307.2962,5328.2268,10641571100,115705492517.1
2020-05-25,5323.9656,5344.2849,5293.2294,5316.6036,8438568100,91375351529.7
2020-05-26,5341.1113,5421.9045,5341.0821,5420.2126,9096900800,99351009048.7
2020-05-27,5426.5558,5426.5558,5358.47,5369.4992,10396037100,113109428499.0
2020-05-28,5367.2664,5390.1397,5290.2897,5361.167,10252425100,107583819702.0
2020-05-29,5349.5678,5416.6599,5336.0669,5406.3403,10500325000,110023218185.6
2020-06-01,5446.2912,5576.6538,5446.2912,5569.48,14169758200,147879965490.3
2020-06-02,5595.3589,5596.4399,5544.1862,5566.4438,13902910300,149203304081.4
2020-06-03,5583.701,5618.2892,5567.0729,5572.3125,13834551900,146218273434.1
2020-06-04,5589.3445,5597.2621,5549.3577,5576.7535,12077846500,123809986180.5
2020-06-05,5585.1592,5592.3453,5542.8701,5585.4231,11225389700,115167433561.3
